continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status,company_age
Asia,Master's,N,N,453,Northeast,84505.46,Year,Y,0,182
Asia,High School,Y,N,4657,Northeast,46100.43,Year,N,1,19
Asia,Master's,N,N,3205,Northeast,83495.32,Year,Y,0,18
Asia,Bachelor's,N,N,3667,Northeast,527.8901,Hour,Y,1,53
North America,Master's,Y,N,4400,South,52233.72,Year,Y,0,22
Europe,Bachelor's,Y,N,2050,South,33558.39,Year,Y,0,97
Asia,Master's,Y,N,332,South,166514.25,Year,Y,0,52
North America,Master's,N,N,3410,Northeast,211.0409,Hour,Y,1,160
Asia,Bachelor's,Y,N,414,South,69789.98,Year,Y,0,10
North America,High School,Y,N,89925,Northeast,40457.91,Year,Y,1,25
Asia,Bachelor's,Y,N,1809,West,80375.25,Year,Y,0,15
Asia,Bachelor's,Y,N,581,West,166164.21,Year,Y,0,128
Europe,Master's,Y,N,1980,Midwest,94755.41,Year,Y,0,19
Asia,Master's,N,N,1418,Northeast,188.6818,Hour,Y,0,25
Asia,Bachelor's,N,N,1430,South,106032.13,Year,Y,1,136
Asia,Master's,N,N,1225,Northeast,113.23,Hour,Y,0,25
South America,Doctorate,Y,Y,545,Northeast,19696.96,Year,Y,0,30
Asia,Bachelor's,Y,Y,3057,Midwest,31267.45,Year,Y,0,106
Asia,Doctorate,Y,Y,4901,West,179886.97,Year,N,0,19
Asia,High School,N,N,1748,Northeast,121129.27,Year,Y,1,11
Asia,Master's,Y,N,10795,South,106383.8,Year,N,0,39
Asia,Master's,N,N,1905,South,73815.05,Year,Y,0,38
South America,Bachelor's,Y,N,3694,Northeast,38316.05,Year,Y,1,55
Asia,Bachelor's,Y,N,3311,West,52699.64,Year,Y,0,167
Asia,Bachelor's,N,Y,23833,South,108480.24,Year,Y,0,46
Asia,Doctorate,Y,N,4120,Northeast,368.85,Hour,Y,0,14
Africa,Master's,N,N,1760,Midwest,39065.01,Year,Y,0,18
Asia,Master's,Y,N,2344,Northeast,46707.61,Year,Y,0,24
Asia,Master's,Y,Y,929,South,169104.93,Year,Y,0,10
Asia,High School,Y,N,2386,Midwest,13307.99,Year,Y,1,28
Europe,High School,N,Y,1356,South,15777.46,Year,Y,1,42
Africa,Master's,Y,N,314,Northeast,72130.76,Year,Y,0,26
Asia,High School,Y,Y,878,South,82071.13,Year,Y,1,76
Asia,High School,Y,N,2301,Midwest,70645.97,Year,Y,1,45
Asia,Bachelor's,Y,N,3758,Midwest,81239.76,Year,Y,0,30
Asia,Master's,Y,N,3645,Midwest,209477.21,Year,Y,0,14
Asia,Master's,N,N,922,West,21923.38,Year,Y,1,21
Asia,Master's,Y,N,-11,South,62681.25,Year,Y,0,29
Africa,Master's,N,N,867,South,286.8984,Hour,Y,0,58
Asia,Master's,N,N,3809,South,12669.71,Year,Y,0,23
Asia,Master's,Y,N,856,Northeast,111114.06,Week,Y,0,17
Asia,Master's,N,N,2202,Midwest,100471.08,Year,Y,0,24
Asia,Bachelor's,N,N,3993,Midwest,116923.8,Year,Y,0,206
Asia,High School,Y,N,3477,West,656.0788,Hour,Y,1,45
Asia,Bachelor's,Y,N,2752,Midwest,108319.75,Year,Y,0,61
Asia,Master's,N,N,5489,Midwest,40900.6,Year,Y,0,46
Asia,High School,Y,N,2863,West,77733.46,Year,Y,1,95
Asia,Master's,Y,N,1617,Midwest,54033.4,Year,Y,0,29
North America,Master's,Y,N,673,Northeast,146269.27,Year,N,0,30
Asia,High School,N,N,2935,Midwest,112680.21,Year,Y,1,187
Asia,Master's,N,N,4462,Midwest,143328.88,Year,Y,1,23
Asia,Master's,N,N,1036,Midwest,115854.5,Year,Y,0,19
Africa,Doctorate,Y,N,1612,Midwest,88506.61,Year,Y,0,185
Europe,Bachelor's,N,N,2215,West,19618.82,Year,Y,0,23
Asia,Master's,Y,N,3441,West,30892.16,Year,Y,0,17
Asia,Bachelor's,N,N,4622,South,98796.84,Year,N,0,18
North America,Master's,N,N,2146,South,164835.0,Year,N,0,16
Asia,High School,Y,N,658,Midwest,117617.95,Year,Y,1,38
Asia,Master's,N,N,2941,South,651.2278,Hour,Y,0,105
Asia,Master's,Y,N,4020,Northeast,37568.72,Year,Y,0,46
Asia,High School,N,N,3549,Island,130706.81,Year,Y,0,137
North America,Master's,Y,N,2960,Midwest,168554.68,Year,Y,0,26
Asia,Bachelor's,Y,N,3197,Midwest,89052.56,Year,Y,1,15
Asia,Master's,N,N,3485,South,141301.13,Year,N,0,55
Europe,Doctorate,N,Y,1316,South,110145.36,Year,Y,0,38
Asia,Bachelor's,N,Y,2014,South,68613.7,Year,Y,0,223
Asia,Bachelor's,Y,N,3370,Midwest,110733.93,Year,Y,0,12
Asia,Bachelor's,Y,N,2323,West,45352.22,Year,Y,1,16
North America,Bachelor's,Y,Y,78,Northeast,138883.29,Year,Y,1,23
North America,Master's,Y,N,911,South,47624.29,Year,Y,0,25
Africa,Doctorate,Y,Y,3061,South,36779.89,Year,Y,0,25
Asia,High School,Y,N,5903,Northeast,58981.22,Year,Y,0,49
Asia,Bachelor's,Y,N,1831,South,42794.33,Year,Y,1,31
North America,Doctorate,Y,N,4345,Northeast,16174.59,Year,Y,0,31
Asia,Master's,N,N,2633,Northeast,233013.3,Year,Y,1,12
Asia,Master's,N,N,4750,South,87122.42,Year,N,1,18
Asia,Bachelor's,N,Y,182,West,101205.16,Year,Y,1,23
North America,Master's,Y,N,2741,South,102104.98,Year,Y,0,37
Asia,Doctorate,N,N,843,Midwest,79948.12,Year,Y,0,51
Asia,Bachelor's,Y,N,1642,Northeast,149550.35,Year,Y,0,27
North America,Master's,N,N,2608,Northeast,61848.74,Year,Y,0,19
Asia,Master's,Y,N,581,Northeast,69510.45,Year,Y,0,34
Asia,Bachelor's,Y,N,3018,Northeast,262314.42,Year,N,0,8
Asia,High School,Y,N,5104,Northeast,181395.63,Year,Y,0,94
Asia,Master's,N,N,1452,South,138171.53,Year,N,0,18
Asia,Master's,Y,N,191,Northeast,36494.23,Year,Y,0,23
Europe,Master's,N,Y,667,Northeast,92705.11,Year,Y,0,25
Asia,Bachelor's,N,Y,622,West,143084.69,Year,Y,1,14
Asia,Master's,N,N,886,South,134414.03,Year,N,0,84
Asia,Bachelor's,Y,N,814,West,9367.78,Year,Y,1,34
Asia,Master's,Y,N,438,Midwest,51542.37,Year,Y,0,68
Asia,Bachelor's,N,N,1833,Midwest,75471.74,Year,Y,0,15
Asia,Bachelor's,Y,N,2320,West,96894.03,Year,Y,1,25
Europe,Bachelor's,N,Y,1892,South,3445.4,Year,Y,0,37
Asia,Master's,Y,N,101941,Northeast,80889.54,Year,Y,0,48
Asia,Master's,Y,N,2711,South,64169.1,Year,Y,0,25
Asia,Master's,Y,N,4014,South,2171.4,Year,Y,0,16
Asia,Bachelor's,Y,N,1117,Midwest,54076.89,Year,Y,0,17
Asia,High School,Y,N,169,South,51097.27,Year,Y,1,26
North America,Master's,N,N,3472,Northeast,61757.88,Year,Y,1,43
Asia,Master's,N,N,2094,Midwest,84604.87,Year,Y,0,17
Asia,Master's,Y,N,12692,Midwest,115239.79,Year,Y,0,25
Asia,High School,Y,N,2609,Midwest,177047.66,Year,Y,0,111
South America,Master's,Y,N,1748,Northeast,80924.51,Week,Y,1,16
Europe,Bachelor's,N,N,108074,Northeast,41580.5,Year,Y,0,27
North America,Master's,N,N,2468,South,232.808,Hour,Y,1,17
Oceania,Bachelor's,Y,N,2765,Northeast,6036.67,Year,Y,0,61
Europe,Doctorate,Y,N,2005,South,84641.92,Year,Y,0,13
Oceania,Bachelor's,Y,N,1135,Island,61.409,Hour,Y,1,76
Asia,Bachelor's,N,N,2079,Northeast,138103.17,Year,Y,1,13
Asia,Bachelor's,Y,N,744,West,46503.44,Year,Y,0,42
North America,Master's,N,N,4315,Northeast,662.0821,Hour,Y,1,18
Asia,Master's,Y,N,2817,Northeast,60676.15,Year,Y,1,17
Europe,High School,N,N,1468,Northeast,10772.92,Year,Y,1,29
Asia,Master's,Y,N,3068,South,44022.48,Year,N,0,33
Europe,Master's,Y,N,576,Northeast,60431.35,Year,Y,0,38
Asia,Bachelor's,Y,N,822,South,29897.51,Year,Y,0,168
Asia,Bachelor's,Y,N,206,West,81615.63,Year,Y,0,24
Asia,High School,N,N,4892,South,71920.44,Year,Y,0,41
Europe,Master's,Y,N,451,West,29513.6,Year,Y,0,39
Europe,Doctorate,N,Y,121968,West,56475.7,Year,Y,0,25
Asia,Master's,Y,N,2566,South,895.0806,Hour,Y,0,30
North America,Master's,N,N,2899,West,42659.58,Year,N,0,45
North America,High School,N,N,2156,Northeast,11352.95,Year,Y,1,20
North America,Bachelor's,Y,N,5770,West,72808.78,Year,Y,1,12
Asia,Master's,Y,N,854,Northeast,109769.32,Year,Y,0,10
Asia,Master's,N,N,2440,Midwest,185892.89,Year,Y,1,24
North America,Master's,Y,N,2240,West,49275.83,Year,Y,1,206
Asia,Master's,Y,N,4927,Midwest,18104.23,Year,Y,0,154
Europe,Doctorate,N,N,1030,West,19687.33,Year,Y,0,9
North America,Bachelor's,N,N,836,South,159.2978,Hour,Y,1,16
Asia,Master's,Y,N,788,Northeast,109375.33,Week,N,0,17
Asia,Master's,Y,N,4551,West,14761.95,Year,Y,0,27
North America,Master's,N,N,3014,South,109954.29,Year,N,1,77
Europe,Doctorate,N,N,2793,West,11594.9,Year,Y,0,26
Asia,Bachelor's,Y,N,18049,West,518.0265,Hour,Y,0,27
Asia,Master's,N,N,395,Northeast,79.8269,Hour,Y,0,47
North America,Doctorate,N,N,3345,West,40804.63,Year,Y,1,31
Asia,Doctorate,N,N,1276,Northeast,85739.85,Year,Y,0,17
Asia,Bachelor's,Y,N,2921,South,81971.34,Year,Y,0,42
Asia,Master's,N,N,3173,West,18.4425,Hour,Y,1,16
Asia,Bachelor's,N,N,319,South,43573.51,Year,Y,1,41
Europe,Master's,Y,N,24190,South,144911.64,Year,N,0,30
Asia,Master's,Y,N,1694,Northeast,41723.9,Year,Y,0,29
Asia,Bachelor's,N,N,3376,West,338.8448,Hour,Y,1,23
Asia,Bachelor's,Y,N,1476,West,22110.87,Year,Y,1,160
Asia,Bachelor's,N,N,4353,West,26400.72,Year,Y,0,89
North America,Bachelor's,N,N,51,Northeast,604.3228,Hour,Y,1,25
Europe,Master's,Y,Y,4469,South,14500.71,Year,Y,0,17
North America,Master's,N,N,4405,Northeast,8.5186,Hour,Y,1,30
North America,Master's,N,N,2782,Northeast,44908.7,Year,Y,0,20
Asia,Bachelor's,N,N,764,South,77786.93,Year,Y,0,11
Asia,High School,Y,N,1723,Midwest,102134.5,Year,Y,0,28
South America,Master's,N,N,1492,West,88794.71,Year,Y,1,19
Europe,Master's,N,N,4430,West,73556.14,Year,Y,0,38
Asia,Bachelor's,Y,N,675,West,155525.56,Week,Y,1,38
Asia,Master's,Y,N,2297,South,107026.9,Year,Y,0,16
Asia,Master's,N,N,1472,Midwest,215525.05,Year,Y,1,17
North America,Bachelor's,N,N,6138,Northeast,47862.76,Year,Y,0,13
North America,High School,Y,N,4550,Northeast,7956.54,Year,Y,1,78
Europe,High School,Y,N,181,Midwest,3563.83,Year,Y,1,49
Asia,High School,Y,N,558,Midwest,76049.2,Year,Y,1,29
Asia,High School,Y,N,2936,West,125732.64,Year,Y,1,67
Asia,Bachelor's,N,N,2071,Northeast,135075.15,Year,Y,1,14
Asia,Master's,Y,N,5171,Northeast,92686.3,Year,N,0,77
Asia,Master's,N,Y,910,West,14055.15,Year,Y,0,21
Asia,Doctorate,N,N,563,West,120052.47,Year,Y,1,22
Asia,Bachelor's,N,N,558,Northeast,88265.92,Year,Y,1,24
Asia,Bachelor's,Y,N,2234,West,41415.36,Year,Y,1,15
Europe,Master's,Y,N,444,South,79023.41,Year,Y,0,64
Africa,Doctorate,Y,N,2563,Northeast,52672.96,Year,Y,0,37
Asia,High School,Y,N,3197,South,98642.49,Year,Y,1,18
Asia,Master's,Y,N,412,Northeast,88345.0,Year,Y,0,10
Europe,Doctorate,Y,N,1527,South,69071.97,Year,Y,0,30
South America,Doctorate,Y,N,1836,Northeast,22684.13,Year,Y,0,28
Asia,Bachelor's,N,N,2850,Island,38998.57,Year,Y,0,30
Asia,Master's,N,N,3915,Midwest,94980.95,Year,Y,0,18
Europe,High School,N,Y,2127,South,81712.64,Year,Y,0,22
Asia,Master's,N,N,2496,South,189.0437,Hour,Y,1,88
Europe,Bachelor's,N,N,1353,Northeast,40266.57,Year,Y,1,16
South America,Bachelor's,Y,N,767,Northeast,92.6112,Hour,Y,1,16
South America,Bachelor's,Y,N,1198,South,386.1515,Hour,Y,1,18
North America,Master's,Y,N,890,West,101561.38,Year,Y,1,45
Asia,Master's,Y,N,5863,Northeast,170011.67,Year,Y,0,32
Asia,Bachelor's,N,N,15087,Northeast,37.6142,Hour,Y,1,15
Asia,Master's,N,N,857,South,46047.5,Year,Y,0,10
Europe,Bachelor's,N,N,201,South,50362.77,Year,Y,0,41
Europe,Master's,Y,N,4706,South,66903.54,Year,Y,0,25
Asia,Master's,Y,N,5319,West,79079.56,Year,Y,0,55
North America,Bachelor's,Y,N,1149,Midwest,31305.41,Year,Y,1,64
Asia,Bachelor's,Y,N,3541,Island,169221.65,Year,Y,0,29
Asia,High School,N,N,2179,South,836.2198,Hour,Y,1,27
Asia,Bachelor's,Y,N,405,West,110945.58,Year,Y,0,18
Asia,Bachelor's,Y,N,1168,Northeast,91792.37,Year,Y,0,18
South America,Master's,Y,N,3314,West,144798.54,Week,Y,0,13
South America,Master's,N,N,249,Midwest,62244.25,Year,Y,1,39
North America,Master's,N,N,412,West,27656.02,Year,Y,1,13
Asia,Master's,N,N,4600,West,153.11,Year,Y,1,42
Asia,Master's,Y,N,4293,West,114265.64,Year,N,0,39
North America,Doctorate,Y,N,160,West,28450.29,Year,Y,1,94
Asia,Master's,N,N,5752,West,91930.57,Year,Y,0,19
Asia,Doctorate,N,Y,6998,West,87130.62,Year,Y,0,93
Asia,Bachelor's,N,N,1710,Northeast,121455.55,Year,Y,0,26
Asia,Master's,Y,N,2988,Northeast,12649.85,Year,Y,0,29
Asia,High School,N,N,4760,Northeast,54318.27,Year,Y,1,76
Asia,Bachelor's,Y,N,653,West,25806.64,Year,Y,0,46
Asia,Bachelor's,Y,N,2959,West,58561.86,Year,Y,0,19
Europe,Bachelor's,N,N,4558,Northeast,34615.65,Year,Y,1,116
North America,Master's,Y,N,2727,Midwest,10336.08,Year,Y,0,20
Asia,High School,Y,N,1659,West,1473.16,Year,N,1,35
Asia,Master's,Y,N,4387,Northeast,60943.43,Year,Y,0,63
Europe,High School,Y,N,189,Northeast,94698.97,Year,Y,0,24
Asia,Master's,N,N,2028,Northeast,698.7177,Hour,Y,1,19
North America,Bachelor's,N,Y,2903,South,127063.5,Year,N,1,27
Asia,Bachelor's,Y,N,1026,West,55901.31,Year,Y,1,20
Asia,Bachelor's,Y,N,3044,West,31947.49,Year,Y,0,112
Asia,Bachelor's,N,N,673,Northeast,69095.72,Year,Y,1,28
Asia,Bachelor's,N,N,1299,South,109289.68,Year,Y,1,19
South America,Master's,Y,N,2306,West,40025.55,Year,Y,1,16
Asia,Master's,Y,N,3629,Northeast,33946.37,Year,Y,0,55
Asia,Bachelor's,Y,N,1563,Northeast,124267.16,Year,Y,1,15
North America,Bachelor's,Y,N,397,Northeast,649.1376,Hour,Y,1,23
Asia,High School,Y,N,651,South,3461.57,Year,Y,1,48
Europe,Bachelor's,Y,N,2943,Midwest,3326.61,Year,Y,0,26
Europe,Master's,Y,N,5039,West,95950.15,Year,Y,0,10
Asia,Bachelor's,N,Y,20536,South,117973.61,Year,Y,0,7
Europe,Bachelor's,Y,Y,223,West,12080.16,Year,Y,0,18
Asia,Master's,Y,N,2539,West,458.9084,Hour,Y,0,30
Asia,Master's,N,N,866,Midwest,174812.84,Year,Y,0,125
South America,Master's,N,Y,17794,South,33368.09,Year,Y,0,18
North America,Bachelor's,N,N,3424,Midwest,656.6898,Hour,Y,1,14
Asia,Bachelor's,Y,N,2069,South,118754.0,Year,Y,0,99
Europe,Bachelor's,Y,N,305,West,97349.25,Year,Y,0,28
Asia,Master's,Y,N,4986,Northeast,8800.99,Year,Y,0,16
Asia,Bachelor's,Y,N,3332,Northeast,96729.26,Year,Y,0,16
North America,Master's,Y,N,21717,Island,89145.33,Year,Y,0,21
North America,Bachelor's,Y,N,175,West,58329.92,Year,Y,0,185
Africa,High School,Y,N,772,Northeast,52696.67,Year,Y,1,37
Asia,Bachelor's,Y,N,1688,South,78950.46,Year,Y,1,22
Asia,High School,N,N,321,Midwest,141075.37,Year,Y,1,19
Asia,Doctorate,N,Y,19885,West,83787.64,Year,Y,0,33
South America,Master's,N,N,2323,West,118451.11,Year,Y,1,23
Asia,Bachelor's,Y,N,2373,West,69150.51,Year,Y,1,16
South America,Bachelor's,N,N,1756,Northeast,124.95,Hour,Y,1,12
Asia,Master's,Y,N,691,South,97801.35,Year,Y,0,16
Europe,Doctorate,Y,Y,1847,West,26058.0,Year,Y,0,22
Asia,Bachelor's,N,N,21414,Northeast,42154.73,Year,Y,0,17
Asia,High School,Y,N,1484,West,67875.23,Year,Y,0,24
North America,Bachelor's,Y,Y,3229,South,93384.38,Year,Y,0,24
Europe,Bachelor's,Y,N,1950,Midwest,31538.0,Year,Y,1,18
Asia,High School,Y,N,540,West,87049.43,Year,Y,1,26
North America,Bachelor's,Y,N,2808,Northeast,17773.53,Year,Y,0,61
Asia,Bachelor's,N,N,398,South,87555.69,Year,Y,1,25
North America,Bachelor's,N,N,650,Northeast,145452.0,Year,N,1,9
Asia,Master's,Y,N,5364,Northeast,60451.84,Year,Y,0,19
Europe,Master's,Y,N,1438,West,119724.17,Year,N,1,10
Asia,Master's,Y,N,26125,Midwest,315497.6,Year,Y,0,11
Asia,Bachelor's,Y,N,3433,West,67230.4,Year,Y,1,18
North America,High School,N,N,1148,West,937.1977,Hour,Y,1,54
North America,Master's,Y,N,2281,South,23721.38,Year,Y,0,19
Asia,Master's,Y,N,46126,South,29170.22,Year,Y,0,17
Asia,Bachelor's,Y,N,1393,Northeast,122080.87,Year,Y,1,185
Asia,Bachelor's,Y,Y,2803,South,91534.17,Year,Y,0,16
Asia,Bachelor's,Y,N,718,Northeast,49247.1,Month,Y,0,23
Asia,Bachelor's,Y,N,216,Northeast,47986.5,Year,Y,0,21
Asia,High School,N,N,1604,West,7160.55,Year,Y,0,17
Asia,Bachelor's,Y,N,3297,Midwest,144870.37,Year,N,1,25
North America,Bachelor's,Y,N,891,Northeast,663.237,Hour,Y,0,23
Asia,Master's,Y,N,1476,South,175328.38,Year,Y,0,47
Asia,Master's,Y,N,2142,Northeast,147492.23,Year,N,0,16
Asia,Master's,Y,N,5106,South,53144.96,Year,Y,0,22
North America,Doctorate,Y,Y,3478,Northeast,13391.34,Year,Y,0,26
North America,Doctorate,Y,N,6397,Northeast,57334.17,Year,Y,0,47
North America,Master's,Y,N,36,West,133904.24,Year,Y,0,80
South America,High School,Y,N,1166,Midwest,107157.7,Year,Y,0,18
North America,High School,N,N,597,West,131.12,Hour,Y,0,18
Asia,Doctorate,N,N,185,Midwest,95521.14,Year,Y,0,25
Asia,Master's,N,N,3333,South,20871.46,Year,Y,0,55
Asia,Master's,Y,Y,2227,Northeast,69650.61,Year,Y,0,63
North America,Bachelor's,Y,N,1539,South,72287.41,Year,Y,1,139
North America,High School,Y,N,771,Midwest,74074.44,Year,Y,0,16
Asia,High School,Y,N,117,Northeast,80947.69,Year,Y,1,22
Asia,Master's,Y,N,1652,West,50837.46,Year,N,0,35
Asia,Master's,Y,N,216,Northeast,63079.62,Year,Y,0,20
Asia,High School,N,N,4730,Midwest,53366.9,Year,Y,0,155
Asia,High School,Y,N,3092,South,87204.19,Year,Y,1,39
Europe,Bachelor's,Y,N,65207,South,6589.72,Year,N,0,23
Asia,Bachelor's,N,Y,818,West,95509.34,Year,Y,0,25
Europe,Doctorate,Y,N,1338,Northeast,56825.44,Year,Y,0,11
Asia,Doctorate,N,N,777,Northeast,48948.28,Year,Y,0,138
Asia,High School,N,N,499,South,139.11,Hour,Y,1,122
Europe,Bachelor's,N,N,2321,South,43096.83,Year,Y,0,88
North America,Bachelor's,Y,N,462,South,137017.48,Year,Y,1,10
Asia,Master's,Y,N,4841,West,27678.35,Year,Y,1,25
Asia,Bachelor's,N,Y,10913,Northeast,98965.69,Year,Y,0,15
Asia,Master's,Y,N,462,Northeast,207367.24,Year,N,1,178
Asia,High School,N,N,830,Northeast,4139.04,Year,Y,1,11
Asia,Master's,Y,N,13114,West,72166.16,Year,Y,0,18
Asia,Master's,N,N,3047,South,70191.52,Year,Y,0,25
Asia,Master's,N,N,4774,South,78880.41,Year,N,0,202
Asia,Master's,Y,N,4133,South,48863.44,Year,Y,0,29
Asia,High School,Y,N,947,Northeast,83703.24,Year,Y,1,11
Asia,High School,Y,Y,3724,Midwest,29480.3,Year,Y,1,46
Europe,Bachelor's,Y,N,566,South,76488.99,Year,N,0,77
Europe,Bachelor's,N,N,2241,South,56480.99,Year,Y,0,19
Europe,Master's,Y,N,74,Midwest,104326.54,Week,Y,0,76
Asia,High School,N,N,1147,Island,55253.09,Year,Y,1,28
Asia,Master's,N,N,917,West,200443.51,Year,N,1,17
Asia,Master's,Y,N,2559,Island,81172.14,Year,Y,0,22
Asia,Bachelor's,N,Y,1172,South,79220.54,Year,Y,0,143
Asia,Bachelor's,N,N,3578,Northeast,128404.6,Year,Y,0,37
Europe,Doctorate,Y,Y,2504,South,205508.95,Year,Y,0,23
Asia,Master's,N,N,763,South,115271.61,Year,N,0,23
Asia,High School,N,N,3137,Northeast,39856.29,Year,Y,1,74
North America,Master's,N,N,4719,West,47407.67,Year,Y,1,46
Asia,High School,N,Y,5219,West,126826.57,Year,Y,1,69
South America,Bachelor's,N,N,2075,Northeast,612.6968,Hour,Y,0,65
Asia,Master's,N,N,890,South,93899.27,Year,Y,1,30
Asia,Master's,Y,Y,2377,West,40148.97,Year,Y,1,29
Africa,Master's,N,N,1746,Northeast,136540.73,Year,Y,0,17
Asia,Master's,N,N,1737,West,118601.72,Year,Y,1,67
Asia,Master's,N,N,1627,Northeast,110656.94,Year,N,0,38
Asia,High School,Y,N,16749,South,132735.5,Year,Y,1,206
Asia,Master's,Y,N,1008,Midwest,70030.81,Year,Y,0,19
Asia,Bachelor's,N,N,1587,Northeast,1269.64,Year,N,1,112
Asia,Master's,Y,N,159,Northeast,101076.71,Year,N,0,28
North America,Bachelor's,Y,N,599,West,118051.38,Year,Y,1,12
Asia,Doctorate,N,N,4434,Midwest,164308.38,Year,Y,0,18
Asia,Bachelor's,N,N,989,Midwest,99269.3,Year,Y,0,153
Europe,Master's,Y,Y,31,Northeast,55957.34,Year,Y,0,24
North America,Master's,N,N,953,Northeast,373.7218,Hour,Y,1,16
Europe,Master's,N,N,575,West,7402.21,Year,Y,0,14
Asia,Master's,Y,Y,3148,West,105742.39,Year,Y,0,36
South America,Bachelor's,N,N,1565,South,81668.0,Year,Y,1,27
Asia,Bachelor's,Y,N,18930,Northeast,123048.91,Year,Y,0,22
Asia,Master's,Y,N,1871,Northeast,107647.02,Year,N,0,16
Europe,Bachelor's,N,Y,3317,West,2993.45,Year,Y,0,57
Europe,Bachelor's,Y,Y,330,South,110326.49,Year,Y,0,14
Asia,Master's,N,N,3770,Northeast,83777.65,Year,N,1,40
Asia,Bachelor's,Y,N,1989,West,122349.51,Year,Y,1,36
Europe,Master's,Y,Y,3444,Northeast,46555.82,Year,Y,1,96
Europe,Bachelor's,Y,N,3281,Northeast,103119.62,Year,Y,0,24
Asia,Bachelor's,N,N,1872,West,151701.97,Year,Y,1,31
North America,Master's,N,N,980,Northeast,502.7575,Hour,Y,0,107
Asia,Bachelor's,N,N,2506,Midwest,63910.55,Year,Y,0,18
Asia,Master's,Y,N,2522,South,61965.76,Year,Y,0,17
Asia,Bachelor's,Y,Y,1518,Northeast,75669.52,Year,Y,1,22
Asia,High School,Y,N,3227,West,65292.22,Year,N,0,38
Asia,Bachelor's,N,Y,1998,West,125175.16,Year,Y,0,39
Europe,Doctorate,N,N,5005,West,1264.1,Year,Y,0,32
Asia,Bachelor's,N,N,376,Northeast,22849.73,Year,Y,1,49
Asia,Master's,Y,N,2894,Northeast,40645.14,Year,Y,0,26
Asia,Master's,Y,N,4398,Northeast,12.2234,Hour,Y,0,159
Asia,Master's,Y,N,266,South,62962.14,Year,Y,0,47
Asia,Bachelor's,Y,N,2970,Northeast,10551.83,Year,Y,1,25
Asia,Master's,Y,N,1724,Midwest,160822.5,Year,Y,0,78
Asia,High School,N,N,2295,Midwest,37874.33,Year,Y,1,13
Asia,Bachelor's,Y,N,935,West,64454.09,Year,Y,1,18
Asia,Master's,N,N,654,South,78133.62,Year,Y,0,16
Asia,Bachelor's,N,N,2684,Northeast,87869.64,Year,Y,1,33
Europe,Doctorate,N,Y,3444,Northeast,31419.87,Year,Y,0,142
Asia,Master's,Y,Y,3438,West,79806.47,Year,Y,0,24
Asia,Bachelor's,N,N,569,Northeast,111155.99,Year,Y,1,183
Asia,Master's,Y,N,201,South,111902.94,Year,Y,0,18
Asia,Bachelor's,Y,N,1675,West,128474.33,Year,Y,1,17
Asia,Bachelor's,N,N,2181,Northeast,215001.34,Year,Y,0,12
South America,Bachelor's,Y,N,921,Midwest,29133.31,Year,Y,1,20
North America,High School,Y,N,1393,South,116158.23,Year,Y,1,171
Asia,Doctorate,N,Y,3644,West,78943.51,Year,Y,0,22
North America,Master's,Y,N,1985,Midwest,29766.59,Year,Y,0,21
Asia,Master's,Y,N,1960,West,50872.54,Year,Y,0,176
South America,High School,Y,N,4320,Northeast,32114.87,Year,Y,1,25
Asia,Master's,Y,N,1892,Northeast,114313.6,Year,N,0,13
Asia,High School,Y,N,287,Northeast,173.9685,Hour,Y,0,137
Asia,Master's,Y,N,1386,Midwest,14338.29,Year,Y,0,29
Asia,Master's,Y,N,681,West,306021.96,Year,N,0,25
Asia,Bachelor's,Y,N,2442,South,83637.2,Year,Y,0,19
Asia,Master's,Y,N,2142,West,64402.73,Year,Y,0,39
Asia,Master's,N,N,3560,Northeast,92985.97,Year,N,0,26
Asia,High School,N,N,360,Northeast,312.8681,Hour,Y,1,34
Asia,High School,Y,Y,4193,Northeast,38864.6,Year,Y,0,104
North America,Bachelor's,Y,N,3560,Northeast,85587.64,Year,Y,0,48
Europe,Master's,N,N,1577,South,47393.57,Year,Y,0,22
Europe,High School,Y,N,231,South,26004.66,Year,Y,1,17
Asia,Master's,N,N,176,Northeast,94882.0,Year,Y,0,19
Asia,Doctorate,Y,N,284,Northeast,44539.97,Year,Y,0,16
Africa,Master's,Y,N,5010,Island,78560.27,Year,Y,0,27
Asia,High School,N,N,183,Midwest,83186.98,Year,Y,0,11
Asia,Bachelor's,Y,N,4703,West,105675.34,Year,N,0,20
South America,Master's,Y,N,4692,South,47905.3,Year,Y,0,10
South America,Master's,Y,N,4120,West,35170.74,Year,Y,0,26
Asia,Master's,N,N,616,West,208766.15,Year,N,0,35
Asia,Bachelor's,N,N,2607,South,921.3556,Hour,Y,1,21
Europe,Bachelor's,Y,N,559,West,129240.68,Year,Y,0,167
Asia,Bachelor's,N,N,1892,Northeast,242247.08,Year,Y,1,35
Asia,Bachelor's,Y,N,15125,West,6984.25,Year,Y,0,42
Asia,Bachelor's,Y,N,2939,Northeast,89351.46,Year,Y,0,16
Asia,Bachelor's,N,N,1217,Midwest,119552.13,Year,Y,1,20
Asia,Master's,Y,N,10273,Midwest,116583.58,Year,Y,0,36
Asia,Master's,Y,N,3180,Midwest,130559.63,Year,Y,0,15
Asia,Bachelor's,N,N,5190,West,38556.23,Year,Y,1,16
